task_id,result_return_code,model
500,1,Mistral-7B-Instruct-v0.3
87,1,Mistral-7B-Instruct-v0.3
233,1,Mistral-7B-Instruct-v0.3
474,1,Mistral-7B-Instruct-v0.3
516,1,Mistral-7B-Instruct-v0.3
173,1,Mistral-7B-Instruct-v0.3
20,1,Mistral-7B-Instruct-v0.3
47,1,Mistral-7B-Instruct-v0.3
318,1,Mistral-7B-Instruct-v0.3
89,1,Mistral-7B-Instruct-v0.3
584,1,Mistral-7B-Instruct-v0.3
444,1,Mistral-7B-Instruct-v0.3
510,1,Mistral-7B-Instruct-v0.3
537,1,Mistral-7B-Instruct-v0.3
286,1,Mistral-7B-Instruct-v0.3
196,1,Mistral-7B-Instruct-v0.3
499,1,Mistral-7B-Instruct-v0.3
165,1,Mistral-7B-Instruct-v0.3
122,1,Mistral-7B-Instruct-v0.3
406,1,Mistral-7B-Instruct-v0.3
200,1,Mistral-7B-Instruct-v0.3
410,1,Mistral-7B-Instruct-v0.3
190,1,Mistral-7B-Instruct-v0.3
123,1,Mistral-7B-Instruct-v0.3
77,1,Mistral-7B-Instruct-v0.3
31,1,Mistral-7B-Instruct-v0.3
586,1,Mistral-7B-Instruct-v0.3
616,1,Mistral-7B-Instruct-v0.3
210,1,Mistral-7B-Instruct-v0.3
158,1,Mistral-7B-Instruct-v0.3
134,1,Mistral-7B-Instruct-v0.3
65,1,Mistral-7B-Instruct-v0.3
96,1,Mistral-7B-Instruct-v0.3
592,1,Mistral-7B-Instruct-v0.3
118,1,Mistral-7B-Instruct-v0.3
401,1,Mistral-7B-Instruct-v0.3
506,1,Mistral-7B-Instruct-v0.3
142,1,Mistral-7B-Instruct-v0.3
632,1,Mistral-7B-Instruct-v0.3
6,1,Mistral-7B-Instruct-v0.3
79,1,Mistral-7B-Instruct-v0.3
104,1,Mistral-7B-Instruct-v0.3
370,1,Mistral-7B-Instruct-v0.3
396,1,Mistral-7B-Instruct-v0.3
606,1,Mistral-7B-Instruct-v0.3
577,1,Mistral-7B-Instruct-v0.3
52,1,Mistral-7B-Instruct-v0.3
42,1,Mistral-7B-Instruct-v0.3
532,1,Mistral-7B-Instruct-v0.3
19,1,Mistral-7B-Instruct-v0.3
18,1,Mistral-7B-Instruct-v0.3
180,1,Mistral-7B-Instruct-v0.3
349,1,Mistral-7B-Instruct-v0.3
83,1,Mistral-7B-Instruct-v0.3
68,1,Mistral-7B-Instruct-v0.3
229,1,Mistral-7B-Instruct-v0.3
114,1,Mistral-7B-Instruct-v0.3
343,1,Mistral-7B-Instruct-v0.3
103,1,Mistral-7B-Instruct-v0.3
560,1,Mistral-7B-Instruct-v0.3
521,1,Mistral-7B-Instruct-v0.3
35,1,Mistral-7B-Instruct-v0.3
590,1,Mistral-7B-Instruct-v0.3
576,1,Mistral-7B-Instruct-v0.3
505,1,Mistral-7B-Instruct-v0.3
206,1,Mistral-7B-Instruct-v0.3
381,1,Mistral-7B-Instruct-v0.3
121,1,Mistral-7B-Instruct-v0.3
487,1,Mistral-7B-Instruct-v0.3
365,1,Mistral-7B-Instruct-v0.3
494,1,Mistral-7B-Instruct-v0.3
581,1,Mistral-7B-Instruct-v0.3
575,1,Mistral-7B-Instruct-v0.3
482,1,Mistral-7B-Instruct-v0.3
578,1,Mistral-7B-Instruct-v0.3
292,1,Mistral-7B-Instruct-v0.3
153,1,Mistral-7B-Instruct-v0.3
160,1,Mistral-7B-Instruct-v0.3
352,1,Mistral-7B-Instruct-v0.3
220,0,Mistral-7B-Instruct-v0.3
585,1,Mistral-7B-Instruct-v0.3
62,0,Mistral-7B-Instruct-v0.3
209,0,Mistral-7B-Instruct-v0.3
129,1,Mistral-7B-Instruct-v0.3
298,1,Mistral-7B-Instruct-v0.3
308,0,Mistral-7B-Instruct-v0.3
11,0,Mistral-7B-Instruct-v0.3
599,0,Mistral-7B-Instruct-v0.3
109,0,Mistral-7B-Instruct-v0.3
507,0,Mistral-7B-Instruct-v0.3
143,0,Mistral-7B-Instruct-v0.3
357,0,Mistral-7B-Instruct-v0.3
17,0,Mistral-7B-Instruct-v0.3
323,0,Mistral-7B-Instruct-v0.3
166,0,Mistral-7B-Instruct-v0.3
293,0,Mistral-7B-Instruct-v0.3
305,0,Mistral-7B-Instruct-v0.3
131,1,Mistral-7B-Instruct-v0.3
141,0,Mistral-7B-Instruct-v0.3
566,0,Mistral-7B-Instruct-v0.3
107,0,Mistral-7B-Instruct-v0.3
541,0,Mistral-7B-Instruct-v0.3
545,0,Mistral-7B-Instruct-v0.3
204,0,Mistral-7B-Instruct-v0.3
117,0,Mistral-7B-Instruct-v0.3
93,0,Mistral-7B-Instruct-v0.3
95,0,Mistral-7B-Instruct-v0.3
533,0,Mistral-7B-Instruct-v0.3
36,0,Mistral-7B-Instruct-v0.3
534,0,Mistral-7B-Instruct-v0.3
320,0,Mistral-7B-Instruct-v0.3
145,0,Mistral-7B-Instruct-v0.3
242,0,Mistral-7B-Instruct-v0.3
268,0,Mistral-7B-Instruct-v0.3
81,0,Mistral-7B-Instruct-v0.3
26,0,Mistral-7B-Instruct-v0.3
519,0,Mistral-7B-Instruct-v0.3
431,0,Mistral-7B-Instruct-v0.3
157,0,Mistral-7B-Instruct-v0.3
144,0,Mistral-7B-Instruct-v0.3
97,0,Mistral-7B-Instruct-v0.3
594,0,Mistral-7B-Instruct-v0.3
259,0,Mistral-7B-Instruct-v0.3
604,0,Mistral-7B-Instruct-v0.3
282,0,Mistral-7B-Instruct-v0.3
12,0,Mistral-7B-Instruct-v0.3
315,0,Mistral-7B-Instruct-v0.3
100,0,Mistral-7B-Instruct-v0.3
557,0,Mistral-7B-Instruct-v0.3
164,0,Mistral-7B-Instruct-v0.3
609,0,Mistral-7B-Instruct-v0.3
569,0,Mistral-7B-Instruct-v0.3
615,0,Mistral-7B-Instruct-v0.3
605,0,Mistral-7B-Instruct-v0.3
188,0,Mistral-7B-Instruct-v0.3
630,0,Mistral-7B-Instruct-v0.3
177,0,Mistral-7B-Instruct-v0.3
76,0,Mistral-7B-Instruct-v0.3
133,0,Mistral-7B-Instruct-v0.3
536,0,Mistral-7B-Instruct-v0.3
543,0,Mistral-7B-Instruct-v0.3
101,0,Mistral-7B-Instruct-v0.3
559,0,Mistral-7B-Instruct-v0.3
187,0,Mistral-7B-Instruct-v0.3
392,0,Mistral-7B-Instruct-v0.3
110,0,Mistral-7B-Instruct-v0.3
159,0,Mistral-7B-Instruct-v0.3
523,0,Mistral-7B-Instruct-v0.3
137,0,Mistral-7B-Instruct-v0.3
595,0,Mistral-7B-Instruct-v0.3
319,0,Mistral-7B-Instruct-v0.3
450,0,Mistral-7B-Instruct-v0.3
614,0,Mistral-7B-Instruct-v0.3
540,0,Mistral-7B-Instruct-v0.3
547,0,Mistral-7B-Instruct-v0.3
513,0,Mistral-7B-Instruct-v0.3
205,0,Mistral-7B-Instruct-v0.3
317,0,Mistral-7B-Instruct-v0.3
350,0,Mistral-7B-Instruct-v0.3
322,0,Mistral-7B-Instruct-v0.3
99,0,Mistral-7B-Instruct-v0.3
355,0,Mistral-7B-Instruct-v0.3
544,0,Mistral-7B-Instruct-v0.3
167,0,Mistral-7B-Instruct-v0.3
135,0,Mistral-7B-Instruct-v0.3
601,0,Mistral-7B-Instruct-v0.3
611,0,Mistral-7B-Instruct-v0.3
542,0,Mistral-7B-Instruct-v0.3
447,0,Mistral-7B-Instruct-v0.3
147,0,Mistral-7B-Instruct-v0.3
115,0,Mistral-7B-Instruct-v0.3
356,0,Mistral-7B-Instruct-v0.3
281,0,Mistral-7B-Instruct-v0.3
1,0,Mistral-7B-Instruct-v0.3
603,0,Mistral-7B-Instruct-v0.3
300,0,Mistral-7B-Instruct-v0.3
558,0,Mistral-7B-Instruct-v0.3
538,0,Mistral-7B-Instruct-v0.3
269,0,Mistral-7B-Instruct-v0.3
501,0,Mistral-7B-Instruct-v0.3
138,0,Mistral-7B-Instruct-v0.3
74,1,Mistral-7B-Instruct-v0.3
70,1,Mistral-7B-Instruct-v0.3
88,1,Mistral-7B-Instruct-v0.3
8,1,Mistral-7B-Instruct-v0.3
72,1,Mistral-7B-Instruct-v0.3
64,1,Mistral-7B-Instruct-v0.3
631,1,Mistral-7B-Instruct-v0.3
628,1,Mistral-7B-Instruct-v0.3
626,1,Mistral-7B-Instruct-v0.3
633,1,Mistral-7B-Instruct-v0.3
9,1,Mistral-7B-Instruct-v0.3
625,1,Mistral-7B-Instruct-v0.3
570,1,Mistral-7B-Instruct-v0.3
612,1,Mistral-7B-Instruct-v0.3
57,1,Mistral-7B-Instruct-v0.3
59,1,Mistral-7B-Instruct-v0.3
60,1,Mistral-7B-Instruct-v0.3
56,1,Mistral-7B-Instruct-v0.3
555,1,Mistral-7B-Instruct-v0.3
552,1,Mistral-7B-Instruct-v0.3
598,1,Mistral-7B-Instruct-v0.3
528,1,Mistral-7B-Instruct-v0.3
565,1,Mistral-7B-Instruct-v0.3
55,1,Mistral-7B-Instruct-v0.3
551,1,Mistral-7B-Instruct-v0.3
54,1,Mistral-7B-Instruct-v0.3
524,1,Mistral-7B-Instruct-v0.3
527,1,Mistral-7B-Instruct-v0.3
535,1,Mistral-7B-Instruct-v0.3
514,1,Mistral-7B-Instruct-v0.3
520,1,Mistral-7B-Instruct-v0.3
511,1,Mistral-7B-Instruct-v0.3
512,1,Mistral-7B-Instruct-v0.3
5,1,Mistral-7B-Instruct-v0.3
509,1,Mistral-7B-Instruct-v0.3
496,1,Mistral-7B-Instruct-v0.3
488,1,Mistral-7B-Instruct-v0.3
492,1,Mistral-7B-Instruct-v0.3
498,1,Mistral-7B-Instruct-v0.3
485,1,Mistral-7B-Instruct-v0.3
483,1,Mistral-7B-Instruct-v0.3
465,1,Mistral-7B-Instruct-v0.3
451,1,Mistral-7B-Instruct-v0.3
445,1,Mistral-7B-Instruct-v0.3
471,1,Mistral-7B-Instruct-v0.3
468,1,Mistral-7B-Instruct-v0.3
46,1,Mistral-7B-Instruct-v0.3
427,1,Mistral-7B-Instruct-v0.3
443,1,Mistral-7B-Instruct-v0.3
460,1,Mistral-7B-Instruct-v0.3
119,0,Mistral-7B-Instruct-v0.3
423,1,Mistral-7B-Instruct-v0.3
449,1,Mistral-7B-Instruct-v0.3
413,1,Mistral-7B-Instruct-v0.3
414,1,Mistral-7B-Instruct-v0.3
386,1,Mistral-7B-Instruct-v0.3
390,1,Mistral-7B-Instruct-v0.3
306,1,Mistral-7B-Instruct-v0.3
358,1,Mistral-7B-Instruct-v0.3
366,1,Mistral-7B-Instruct-v0.3
37,1,Mistral-7B-Instruct-v0.3
341,1,Mistral-7B-Instruct-v0.3
334,1,Mistral-7B-Instruct-v0.3
291,1,Mistral-7B-Instruct-v0.3
348,1,Mistral-7B-Instruct-v0.3
27,1,Mistral-7B-Instruct-v0.3
313,1,Mistral-7B-Instruct-v0.3
267,1,Mistral-7B-Instruct-v0.3
92,1,Mistral-7B-Instruct-v0.3
264,1,Mistral-7B-Instruct-v0.3
266,1,Mistral-7B-Instruct-v0.3
260,1,Mistral-7B-Instruct-v0.3
262,1,Mistral-7B-Instruct-v0.3
255,1,Mistral-7B-Instruct-v0.3
250,1,Mistral-7B-Instruct-v0.3
25,1,Mistral-7B-Instruct-v0.3
248,1,Mistral-7B-Instruct-v0.3
240,1,Mistral-7B-Instruct-v0.3
249,1,Mistral-7B-Instruct-v0.3
232,1,Mistral-7B-Instruct-v0.3
241,1,Mistral-7B-Instruct-v0.3
226,1,Mistral-7B-Instruct-v0.3
227,1,Mistral-7B-Instruct-v0.3
230,1,Mistral-7B-Instruct-v0.3
215,1,Mistral-7B-Instruct-v0.3
21,1,Mistral-7B-Instruct-v0.3
197,1,Mistral-7B-Instruct-v0.3
189,1,Mistral-7B-Instruct-v0.3
224,1,Mistral-7B-Instruct-v0.3
169,1,Mistral-7B-Instruct-v0.3
179,1,Mistral-7B-Instruct-v0.3
181,1,Mistral-7B-Instruct-v0.3
156,1,Mistral-7B-Instruct-v0.3
184,1,Mistral-7B-Instruct-v0.3
162,1,Mistral-7B-Instruct-v0.3
152,1,Mistral-7B-Instruct-v0.3
168,1,Mistral-7B-Instruct-v0.3
234,1,Mistral-7B-Instruct-v0.3
151,1,Mistral-7B-Instruct-v0.3
155,1,Mistral-7B-Instruct-v0.3
130,1,Mistral-7B-Instruct-v0.3
146,1,Mistral-7B-Instruct-v0.3
231,1,Mistral-7B-Instruct-v0.3
148,1,Mistral-7B-Instruct-v0.3
13,1,Mistral-7B-Instruct-v0.3
140,1,Mistral-7B-Instruct-v0.3
120,1,Mistral-7B-Instruct-v0.3
112,1,Mistral-7B-Instruct-v0.3
125,1,Mistral-7B-Instruct-v0.3
111,1,Mistral-7B-Instruct-v0.3
106,1,Mistral-7B-Instruct-v0.3
113,1,Mistral-7B-Instruct-v0.3
420,1,Mistral-7B-Instruct-v0.3
