task_id,result_return_code,model_name
468,1,gpt-3.5-turbo
469,1,gpt-3.5-turbo
470,0,gpt-3.5-turbo
471,0,gpt-3.5-turbo
474,0,gpt-3.5-turbo
475,0,gpt-3.5-turbo
476,0,gpt-3.5-turbo
482,0,gpt-3.5-turbo
483,0,gpt-3.5-turbo
486,0,gpt-3.5-turbo
487,1,gpt-3.5-turbo
488,1,gpt-3.5-turbo
490,1,gpt-3.5-turbo
492,1,gpt-3.5-turbo
493,1,gpt-3.5-turbo
494,1,gpt-3.5-turbo
495,2,gpt-3.5-turbo
496,0,gpt-3.5-turbo
498,1,gpt-3.5-turbo
499,3,gpt-3.5-turbo
500,0,gpt-3.5-turbo
501,0,gpt-3.5-turbo
505,0,gpt-3.5-turbo
506,3,gpt-3.5-turbo
507,0,gpt-3.5-turbo
509,0,gpt-3.5-turbo
510,0,gpt-3.5-turbo
511,0,gpt-3.5-turbo
512,0,gpt-3.5-turbo
513,0,gpt-3.5-turbo
514,0,gpt-3.5-turbo
515,0,gpt-3.5-turbo
516,1,gpt-3.5-turbo
517,1,gpt-3.5-turbo
518,1,gpt-3.5-turbo
519,0,gpt-3.5-turbo
520,1,gpt-3.5-turbo
521,3,gpt-3.5-turbo
522,0,gpt-3.5-turbo
523,0,gpt-3.5-turbo
524,0,gpt-3.5-turbo
525,1,gpt-3.5-turbo
526,0,gpt-3.5-turbo
527,3,gpt-3.5-turbo
546,0,gpt-3.5-turbo
547,0,gpt-3.5-turbo
551,1,gpt-3.5-turbo
552,1,gpt-3.5-turbo
555,0,gpt-3.5-turbo
557,0,gpt-3.5-turbo
558,0,gpt-3.5-turbo
88,0,gpt-3.5-turbo
89,0,gpt-3.5-turbo
92,0,gpt-3.5-turbo
93,0,gpt-3.5-turbo
95,1,gpt-3.5-turbo
96,0,gpt-3.5-turbo
97,0,gpt-3.5-turbo
99,0,gpt-3.5-turbo
100,1,gpt-3.5-turbo
101,1,gpt-3.5-turbo
103,4,gpt-3.5-turbo
106,4,gpt-3.5-turbo
107,0,gpt-3.5-turbo
108,0,gpt-3.5-turbo
110,1,gpt-3.5-turbo
112,1,gpt-3.5-turbo
116,1,gpt-3.5-turbo
117,0,gpt-3.5-turbo
118,0,gpt-3.5-turbo
121,0,gpt-3.5-turbo
122,0,gpt-3.5-turbo
123,0,gpt-3.5-turbo
124,0,gpt-3.5-turbo
125,1,gpt-3.5-turbo
127,1,gpt-3.5-turbo
129,1,gpt-3.5-turbo
130,0,gpt-3.5-turbo
133,0,gpt-3.5-turbo
134,0,gpt-3.5-turbo
135,2,gpt-3.5-turbo
138,0,gpt-3.5-turbo
139,1,gpt-3.5-turbo
292,1,gpt-3.5-turbo
298,3,gpt-3.5-turbo
299,4,gpt-3.5-turbo
305,1,gpt-3.5-turbo
306,0,gpt-3.5-turbo
308,1,gpt-3.5-turbo
315,0,gpt-3.5-turbo
317,0,gpt-3.5-turbo
318,0,gpt-3.5-turbo
319,0,gpt-3.5-turbo
320,0,gpt-3.5-turbo
322,0,gpt-3.5-turbo
323,0,gpt-3.5-turbo
326,1,gpt-3.5-turbo
447,4,gpt-3.5-turbo
450,0,gpt-3.5-turbo
528,1,gpt-3.5-turbo
529,1,gpt-3.5-turbo
530,1,gpt-3.5-turbo
532,0,gpt-3.5-turbo
533,0,gpt-3.5-turbo
534,1,gpt-3.5-turbo
535,4,gpt-3.5-turbo
536,1,gpt-3.5-turbo
537,1,gpt-3.5-turbo
540,1,gpt-3.5-turbo
541,1,gpt-3.5-turbo
542,1,gpt-3.5-turbo
543,1,gpt-3.5-turbo
544,0,gpt-3.5-turbo
545,1,gpt-3.5-turbo
559,0,gpt-3.5-turbo
560,0,gpt-3.5-turbo
140,1,gpt-3.5-turbo
142,4,gpt-3.5-turbo
143,3,gpt-3.5-turbo
144,6,gpt-3.5-turbo
145,1,gpt-3.5-turbo
146,1,gpt-3.5-turbo
149,0,gpt-3.5-turbo
150,1,gpt-3.5-turbo
151,0,gpt-3.5-turbo
153,0,gpt-3.5-turbo
154,0,gpt-3.5-turbo
155,1,gpt-3.5-turbo
156,4,gpt-3.5-turbo
157,4,gpt-3.5-turbo
158,0,gpt-3.5-turbo
159,0,gpt-3.5-turbo
160,3,gpt-3.5-turbo
161,1,gpt-3.5-turbo
162,1,gpt-3.5-turbo
165,1,gpt-3.5-turbo
166,1,gpt-3.5-turbo
167,1,gpt-3.5-turbo
168,1,gpt-3.5-turbo
169,1,gpt-3.5-turbo
331,1,gpt-3.5-turbo
334,1,gpt-3.5-turbo
341,1,gpt-3.5-turbo
342,1,gpt-3.5-turbo
565,1,gpt-3.5-turbo
566,0,gpt-3.5-turbo
567,0,gpt-3.5-turbo
569,0,gpt-3.5-turbo
571,1,gpt-3.5-turbo
575,0,gpt-3.5-turbo
576,0,gpt-3.5-turbo
577,0,gpt-3.5-turbo
578,2,gpt-3.5-turbo
581,1,gpt-3.5-turbo
582,3,gpt-3.5-turbo
583,0,gpt-3.5-turbo
584,1,gpt-3.5-turbo
585,2,gpt-3.5-turbo
586,1,gpt-3.5-turbo
170,1,gpt-3.5-turbo
173,1,gpt-3.5-turbo
174,0,gpt-3.5-turbo
176,1,gpt-3.5-turbo
177,1,gpt-3.5-turbo
178,0,gpt-3.5-turbo
179,0,gpt-3.5-turbo
180,0,gpt-3.5-turbo
181,0,gpt-3.5-turbo
182,1,gpt-3.5-turbo
348,0,gpt-3.5-turbo
349,1,gpt-3.5-turbo
350,1,gpt-3.5-turbo
351,0,gpt-3.5-turbo
352,1,gpt-3.5-turbo
609,0,gpt-3.5-turbo
611,2,gpt-3.5-turbo
612,1,gpt-3.5-turbo
614,0,gpt-3.5-turbo
615,0,gpt-3.5-turbo
616,0,gpt-3.5-turbo
617,1,gpt-3.5-turbo
625,1,gpt-3.5-turbo
626,1,gpt-3.5-turbo
628,1,gpt-3.5-turbo
183,1,gpt-3.5-turbo
184,2,gpt-3.5-turbo
187,1,gpt-3.5-turbo
188,0,gpt-3.5-turbo
189,4,gpt-3.5-turbo
190,0,gpt-3.5-turbo
191,0,gpt-3.5-turbo
192,0,gpt-3.5-turbo
193,0,gpt-3.5-turbo
194,0,gpt-3.5-turbo
195,0,gpt-3.5-turbo
196,0,gpt-3.5-turbo
197,1,gpt-3.5-turbo
198,0,gpt-3.5-turbo
200,0,gpt-3.5-turbo
202,0,gpt-3.5-turbo
203,0,gpt-3.5-turbo
204,0,gpt-3.5-turbo
205,0,gpt-3.5-turbo
206,0,gpt-3.5-turbo
207,0,gpt-3.5-turbo
208,0,gpt-3.5-turbo
209,1,gpt-3.5-turbo
210,0,gpt-3.5-turbo
354,0,gpt-3.5-turbo
355,0,gpt-3.5-turbo
356,0,gpt-3.5-turbo
357,0,gpt-3.5-turbo
358,0,gpt-3.5-turbo
359,0,gpt-3.5-turbo
360,0,gpt-3.5-turbo
361,1,gpt-3.5-turbo
365,1,gpt-3.5-turbo
481,1,gpt-3.5-turbo
589,0,gpt-3.5-turbo
590,4,gpt-3.5-turbo
591,0,gpt-3.5-turbo
592,0,gpt-3.5-turbo
594,0,gpt-3.5-turbo
595,0,gpt-3.5-turbo
597,0,gpt-3.5-turbo
598,0,gpt-3.5-turbo
599,0,gpt-3.5-turbo
601,0,gpt-3.5-turbo
603,0,gpt-3.5-turbo
604,0,gpt-3.5-turbo
605,0,gpt-3.5-turbo
606,0,gpt-3.5-turbo
