task_id,result_return_code,model_name
256,1,CodeLlama-7b-instruct-hf
258,1,CodeLlama-7b-instruct-hf
259,1,CodeLlama-7b-instruct-hf
260,1,CodeLlama-7b-instruct-hf
262,0,CodeLlama-7b-instruct-hf
263,0,CodeLlama-7b-instruct-hf
264,0,CodeLlama-7b-instruct-hf
266,1,CodeLlama-7b-instruct-hf
267,1,CodeLlama-7b-instruct-hf
268,1,CodeLlama-7b-instruct-hf
269,0,CodeLlama-7b-instruct-hf
281,0,CodeLlama-7b-instruct-hf
282,1,CodeLlama-7b-instruct-hf
286,0,CodeLlama-7b-instruct-hf
290,1,CodeLlama-7b-instruct-hf
291,0,CodeLlama-7b-instruct-hf
366,1,CodeLlama-7b-instruct-hf
369,1,CodeLlama-7b-instruct-hf
370,1,CodeLlama-7b-instruct-hf
380,0,CodeLlama-7b-instruct-hf
381,0,CodeLlama-7b-instruct-hf
386,0,CodeLlama-7b-instruct-hf
390,1,CodeLlama-7b-instruct-hf
392,0,CodeLlama-7b-instruct-hf
395,0,CodeLlama-7b-instruct-hf
396,1,CodeLlama-7b-instruct-hf
398,0,CodeLlama-7b-instruct-hf
401,1,CodeLlama-7b-instruct-hf
404,1,CodeLlama-7b-instruct-hf
405,1,CodeLlama-7b-instruct-hf
406,1,CodeLlama-7b-instruct-hf
410,1,CodeLlama-7b-instruct-hf
412,1,CodeLlama-7b-instruct-hf
413,0,CodeLlama-7b-instruct-hf
414,1,CodeLlama-7b-instruct-hf
420,1,CodeLlama-7b-instruct-hf
423,1,CodeLlama-7b-instruct-hf
427,1,CodeLlama-7b-instruct-hf
428,1,CodeLlama-7b-instruct-hf
430,0,CodeLlama-7b-instruct-hf
431,0,CodeLlama-7b-instruct-hf
433,1,CodeLlama-7b-instruct-hf
438,0,CodeLlama-7b-instruct-hf
442,0,CodeLlama-7b-instruct-hf
443,0,CodeLlama-7b-instruct-hf
444,1,CodeLlama-7b-instruct-hf
445,1,CodeLlama-7b-instruct-hf
451,1,CodeLlama-7b-instruct-hf
460,1,CodeLlama-7b-instruct-hf
461,0,CodeLlama-7b-instruct-hf
462,1,CodeLlama-7b-instruct-hf
463,1,CodeLlama-7b-instruct-hf
465,0,CodeLlama-7b-instruct-hf
468,0,CodeLlama-7b-instruct-hf
469,1,CodeLlama-7b-instruct-hf
470,1,CodeLlama-7b-instruct-hf
471,1,CodeLlama-7b-instruct-hf
474,1,CodeLlama-7b-instruct-hf
475,1,CodeLlama-7b-instruct-hf
476,1,CodeLlama-7b-instruct-hf
477,0,CodeLlama-7b-instruct-hf
478,0,CodeLlama-7b-instruct-hf
482,0,CodeLlama-7b-instruct-hf
483,1,CodeLlama-7b-instruct-hf
485,1,CodeLlama-7b-instruct-hf
486,0,CodeLlama-7b-instruct-hf
487,0,CodeLlama-7b-instruct-hf
488,1,CodeLlama-7b-instruct-hf
490,1,CodeLlama-7b-instruct-hf
491,1,CodeLlama-7b-instruct-hf
492,1,CodeLlama-7b-instruct-hf
493,1,CodeLlama-7b-instruct-hf
494,0,CodeLlama-7b-instruct-hf
495,1,CodeLlama-7b-instruct-hf
496,1,CodeLlama-7b-instruct-hf
498,0,CodeLlama-7b-instruct-hf
499,1,CodeLlama-7b-instruct-hf
500,1,CodeLlama-7b-instruct-hf
501,0,CodeLlama-7b-instruct-hf
505,0,CodeLlama-7b-instruct-hf
506,1,CodeLlama-7b-instruct-hf
507,0,CodeLlama-7b-instruct-hf
509,0,CodeLlama-7b-instruct-hf
510,1,CodeLlama-7b-instruct-hf
511,0,CodeLlama-7b-instruct-hf
512,0,CodeLlama-7b-instruct-hf
513,0,CodeLlama-7b-instruct-hf
514,0,CodeLlama-7b-instruct-hf
515,0,CodeLlama-7b-instruct-hf
516,0,CodeLlama-7b-instruct-hf
517,0,CodeLlama-7b-instruct-hf
518,1,CodeLlama-7b-instruct-hf
519,0,CodeLlama-7b-instruct-hf
520,1,CodeLlama-7b-instruct-hf
521,1,CodeLlama-7b-instruct-hf
522,0,CodeLlama-7b-instruct-hf
523,0,CodeLlama-7b-instruct-hf
524,0,CodeLlama-7b-instruct-hf
525,1,CodeLlama-7b-instruct-hf
526,1,CodeLlama-7b-instruct-hf
527,0,CodeLlama-7b-instruct-hf
546,0,CodeLlama-7b-instruct-hf
547,0,CodeLlama-7b-instruct-hf
548,0,CodeLlama-7b-instruct-hf
549,0,CodeLlama-7b-instruct-hf
550,0,CodeLlama-7b-instruct-hf
551,1,CodeLlama-7b-instruct-hf
552,1,CodeLlama-7b-instruct-hf
555,1,CodeLlama-7b-instruct-hf
557,0,CodeLlama-7b-instruct-hf
558,0,CodeLlama-7b-instruct-hf
87,1,CodeLlama-7b-instruct-hf
88,1,CodeLlama-7b-instruct-hf
89,1,CodeLlama-7b-instruct-hf
92,0,CodeLlama-7b-instruct-hf
93,0,CodeLlama-7b-instruct-hf
95,0,CodeLlama-7b-instruct-hf
96,1,CodeLlama-7b-instruct-hf
97,0,CodeLlama-7b-instruct-hf
99,0,CodeLlama-7b-instruct-hf
100,1,CodeLlama-7b-instruct-hf
101,0,CodeLlama-7b-instruct-hf
103,1,CodeLlama-7b-instruct-hf
106,1,CodeLlama-7b-instruct-hf
107,1,CodeLlama-7b-instruct-hf
108,1,CodeLlama-7b-instruct-hf
109,1,CodeLlama-7b-instruct-hf
110,1,CodeLlama-7b-instruct-hf
112,0,CodeLlama-7b-instruct-hf
114,0,CodeLlama-7b-instruct-hf
115,0,CodeLlama-7b-instruct-hf
116,1,CodeLlama-7b-instruct-hf
117,1,CodeLlama-7b-instruct-hf
118,1,CodeLlama-7b-instruct-hf
120,1,CodeLlama-7b-instruct-hf
121,1,CodeLlama-7b-instruct-hf
122,1,CodeLlama-7b-instruct-hf
123,1,CodeLlama-7b-instruct-hf
124,0,CodeLlama-7b-instruct-hf
125,1,CodeLlama-7b-instruct-hf
127,1,CodeLlama-7b-instruct-hf
129,0,CodeLlama-7b-instruct-hf
130,1,CodeLlama-7b-instruct-hf
133,1,CodeLlama-7b-instruct-hf
134,1,CodeLlama-7b-instruct-hf
135,0,CodeLlama-7b-instruct-hf
138,0,CodeLlama-7b-instruct-hf
139,0,CodeLlama-7b-instruct-hf
292,0,CodeLlama-7b-instruct-hf
293,1,CodeLlama-7b-instruct-hf
298,1,CodeLlama-7b-instruct-hf
299,1,CodeLlama-7b-instruct-hf
305,0,CodeLlama-7b-instruct-hf
306,0,CodeLlama-7b-instruct-hf
308,1,CodeLlama-7b-instruct-hf
313,1,CodeLlama-7b-instruct-hf
315,1,CodeLlama-7b-instruct-hf
317,1,CodeLlama-7b-instruct-hf
318,0,CodeLlama-7b-instruct-hf
319,0,CodeLlama-7b-instruct-hf
320,1,CodeLlama-7b-instruct-hf
322,0,CodeLlama-7b-instruct-hf
323,0,CodeLlama-7b-instruct-hf
326,1,CodeLlama-7b-instruct-hf
447,0,CodeLlama-7b-instruct-hf
450,0,CodeLlama-7b-instruct-hf
528,0,CodeLlama-7b-instruct-hf
529,0,CodeLlama-7b-instruct-hf
530,0,CodeLlama-7b-instruct-hf
532,1,CodeLlama-7b-instruct-hf
533,1,CodeLlama-7b-instruct-hf
534,0,CodeLlama-7b-instruct-hf
535,1,CodeLlama-7b-instruct-hf
536,1,CodeLlama-7b-instruct-hf
537,1,CodeLlama-7b-instruct-hf
540,0,CodeLlama-7b-instruct-hf
541,1,CodeLlama-7b-instruct-hf
542,0,CodeLlama-7b-instruct-hf
543,0,CodeLlama-7b-instruct-hf
544,0,CodeLlama-7b-instruct-hf
545,0,CodeLlama-7b-instruct-hf
559,1,CodeLlama-7b-instruct-hf
560,1,CodeLlama-7b-instruct-hf
140,1,CodeLlama-7b-instruct-hf
142,1,CodeLlama-7b-instruct-hf
143,0,CodeLlama-7b-instruct-hf
144,0,CodeLlama-7b-instruct-hf
145,1,CodeLlama-7b-instruct-hf
146,1,CodeLlama-7b-instruct-hf
150,0,CodeLlama-7b-instruct-hf
151,0,CodeLlama-7b-instruct-hf
153,1,CodeLlama-7b-instruct-hf
154,1,CodeLlama-7b-instruct-hf
155,1,CodeLlama-7b-instruct-hf
156,0,CodeLlama-7b-instruct-hf
157,1,CodeLlama-7b-instruct-hf
158,0,CodeLlama-7b-instruct-hf
159,0,CodeLlama-7b-instruct-hf
160,1,CodeLlama-7b-instruct-hf
161,1,CodeLlama-7b-instruct-hf
162,0,CodeLlama-7b-instruct-hf
165,1,CodeLlama-7b-instruct-hf
166,1,CodeLlama-7b-instruct-hf
167,0,CodeLlama-7b-instruct-hf
168,1,CodeLlama-7b-instruct-hf
169,0,CodeLlama-7b-instruct-hf
331,0,CodeLlama-7b-instruct-hf
334,1,CodeLlama-7b-instruct-hf
341,1,CodeLlama-7b-instruct-hf
342,1,CodeLlama-7b-instruct-hf
565,0,CodeLlama-7b-instruct-hf
566,0,CodeLlama-7b-instruct-hf
567,1,CodeLlama-7b-instruct-hf
569,1,CodeLlama-7b-instruct-hf
571,1,CodeLlama-7b-instruct-hf
575,1,CodeLlama-7b-instruct-hf
576,0,CodeLlama-7b-instruct-hf
577,1,CodeLlama-7b-instruct-hf
578,1,CodeLlama-7b-instruct-hf
581,1,CodeLlama-7b-instruct-hf
582,1,CodeLlama-7b-instruct-hf
583,1,CodeLlama-7b-instruct-hf
584,1,CodeLlama-7b-instruct-hf
585,1,CodeLlama-7b-instruct-hf
586,1,CodeLlama-7b-instruct-hf
170,1,CodeLlama-7b-instruct-hf
173,0,CodeLlama-7b-instruct-hf
174,1,CodeLlama-7b-instruct-hf
176,1,CodeLlama-7b-instruct-hf
177,0,CodeLlama-7b-instruct-hf
178,1,CodeLlama-7b-instruct-hf
179,0,CodeLlama-7b-instruct-hf
180,0,CodeLlama-7b-instruct-hf
181,0,CodeLlama-7b-instruct-hf
182,0,CodeLlama-7b-instruct-hf
348,0,CodeLlama-7b-instruct-hf
349,1,CodeLlama-7b-instruct-hf
350,0,CodeLlama-7b-instruct-hf
351,0,CodeLlama-7b-instruct-hf
352,1,CodeLlama-7b-instruct-hf
609,0,CodeLlama-7b-instruct-hf
611,1,CodeLlama-7b-instruct-hf
612,0,CodeLlama-7b-instruct-hf
614,0,CodeLlama-7b-instruct-hf
615,1,CodeLlama-7b-instruct-hf
616,1,CodeLlama-7b-instruct-hf
617,1,CodeLlama-7b-instruct-hf
625,1,CodeLlama-7b-instruct-hf
626,1,CodeLlama-7b-instruct-hf
628,0,CodeLlama-7b-instruct-hf
630,0,CodeLlama-7b-instruct-hf
631,0,CodeLlama-7b-instruct-hf
632,1,CodeLlama-7b-instruct-hf
633,0,CodeLlama-7b-instruct-hf
190,1,CodeLlama-7b-instruct-hf
191,1,CodeLlama-7b-instruct-hf
192,1,CodeLlama-7b-instruct-hf
193,1,CodeLlama-7b-instruct-hf
195,1,CodeLlama-7b-instruct-hf
196,1,CodeLlama-7b-instruct-hf
197,1,CodeLlama-7b-instruct-hf
198,1,CodeLlama-7b-instruct-hf
200,1,CodeLlama-7b-instruct-hf
202,1,CodeLlama-7b-instruct-hf
203,1,CodeLlama-7b-instruct-hf
204,1,CodeLlama-7b-instruct-hf
205,0,CodeLlama-7b-instruct-hf
206,1,CodeLlama-7b-instruct-hf
207,0,CodeLlama-7b-instruct-hf
209,0,CodeLlama-7b-instruct-hf
210,0,CodeLlama-7b-instruct-hf
354,0,CodeLlama-7b-instruct-hf
355,0,CodeLlama-7b-instruct-hf
356,0,CodeLlama-7b-instruct-hf
357,0,CodeLlama-7b-instruct-hf
358,1,CodeLlama-7b-instruct-hf
359,1,CodeLlama-7b-instruct-hf
360,1,CodeLlama-7b-instruct-hf
361,1,CodeLlama-7b-instruct-hf
365,1,CodeLlama-7b-instruct-hf
481,0,CodeLlama-7b-instruct-hf
589,0,CodeLlama-7b-instruct-hf
590,0,CodeLlama-7b-instruct-hf
592,0,CodeLlama-7b-instruct-hf
594,0,CodeLlama-7b-instruct-hf
595,0,CodeLlama-7b-instruct-hf
597,0,CodeLlama-7b-instruct-hf
598,1,CodeLlama-7b-instruct-hf
599,1,CodeLlama-7b-instruct-hf
601,1,CodeLlama-7b-instruct-hf
603,0,CodeLlama-7b-instruct-hf
604,0,CodeLlama-7b-instruct-hf
605,1,CodeLlama-7b-instruct-hf
606,0,CodeLlama-7b-instruct-hf
