task_id,result_return_code,model_name
557,0,starcoder2-7b
558,0,starcoder2-7b
87,1,starcoder2-7b
88,1,starcoder2-7b
89,1,starcoder2-7b
92,1,starcoder2-7b
93,1,starcoder2-7b
95,0,starcoder2-7b
96,1,starcoder2-7b
97,1,starcoder2-7b
99,0,starcoder2-7b
100,0,starcoder2-7b
101,0,starcoder2-7b
103,1,starcoder2-7b
104,0,starcoder2-7b
106,1,starcoder2-7b
107,0,starcoder2-7b
108,0,starcoder2-7b
109,0,starcoder2-7b
110,0,starcoder2-7b
111,1,starcoder2-7b
112,1,starcoder2-7b
113,1,starcoder2-7b
114,1,starcoder2-7b
115,0,starcoder2-7b
116,0,starcoder2-7b
117,0,starcoder2-7b
118,0,starcoder2-7b
119,0,starcoder2-7b
120,0,starcoder2-7b
121,0,starcoder2-7b
122,1,starcoder2-7b
123,1,starcoder2-7b
124,0,starcoder2-7b
125,1,starcoder2-7b
127,1,starcoder2-7b
129,0,starcoder2-7b
130,1,starcoder2-7b
131,1,starcoder2-7b
132,1,starcoder2-7b
133,0,starcoder2-7b
134,1,starcoder2-7b
135,0,starcoder2-7b
137,0,starcoder2-7b
138,0,starcoder2-7b
139,1,starcoder2-7b
292,1,starcoder2-7b
293,1,starcoder2-7b
298,1,starcoder2-7b
299,0,starcoder2-7b
300,0,starcoder2-7b
305,0,starcoder2-7b
306,1,starcoder2-7b
308,0,starcoder2-7b
313,1,starcoder2-7b
315,0,starcoder2-7b
317,0,starcoder2-7b
318,0,starcoder2-7b
319,0,starcoder2-7b
320,0,starcoder2-7b
322,0,starcoder2-7b
323,0,starcoder2-7b
326,0,starcoder2-7b
447,0,starcoder2-7b
449,0,starcoder2-7b
450,0,starcoder2-7b
528,1,starcoder2-7b
529,1,starcoder2-7b
530,0,starcoder2-7b
532,0,starcoder2-7b
533,0,starcoder2-7b
534,0,starcoder2-7b
535,1,starcoder2-7b
536,1,starcoder2-7b
537,0,starcoder2-7b
538,1,starcoder2-7b
540,0,starcoder2-7b
541,0,starcoder2-7b
542,1,starcoder2-7b
543,0,starcoder2-7b
544,0,starcoder2-7b
545,0,starcoder2-7b
559,0,starcoder2-7b
560,1,starcoder2-7b
140,1,starcoder2-7b
141,1,starcoder2-7b
142,1,starcoder2-7b
143,0,starcoder2-7b
144,0,starcoder2-7b
145,0,starcoder2-7b
146,1,starcoder2-7b
147,0,starcoder2-7b
148,1,starcoder2-7b
150,1,starcoder2-7b
152,1,starcoder2-7b
153,1,starcoder2-7b
154,1,starcoder2-7b
155,1,starcoder2-7b
156,0,starcoder2-7b
157,1,starcoder2-7b
158,0,starcoder2-7b
159,0,starcoder2-7b
160,1,starcoder2-7b
161,1,starcoder2-7b
162,0,starcoder2-7b
163,1,starcoder2-7b
164,1,starcoder2-7b
165,1,starcoder2-7b
166,1,starcoder2-7b
167,0,starcoder2-7b
168,0,starcoder2-7b
169,0,starcoder2-7b
331,1,starcoder2-7b
334,1,starcoder2-7b
341,0,starcoder2-7b
342,1,starcoder2-7b
343,1,starcoder2-7b
565,0,starcoder2-7b
566,0,starcoder2-7b
567,0,starcoder2-7b
569,1,starcoder2-7b
570,1,starcoder2-7b
571,1,starcoder2-7b
572,1,starcoder2-7b
575,0,starcoder2-7b
576,0,starcoder2-7b
577,1,starcoder2-7b
578,1,starcoder2-7b
581,1,starcoder2-7b
582,0,starcoder2-7b
583,0,starcoder2-7b
584,0,starcoder2-7b
585,0,starcoder2-7b
586,1,starcoder2-7b
170,1,starcoder2-7b
173,1,starcoder2-7b
174,1,starcoder2-7b
176,1,starcoder2-7b
177,0,starcoder2-7b
178,0,starcoder2-7b
179,1,starcoder2-7b
180,1,starcoder2-7b
181,1,starcoder2-7b
348,1,starcoder2-7b
349,1,starcoder2-7b
350,0,starcoder2-7b
352,1,starcoder2-7b
609,0,starcoder2-7b
611,0,starcoder2-7b
612,1,starcoder2-7b
614,0,starcoder2-7b
615,0,starcoder2-7b
616,1,starcoder2-7b
625,1,starcoder2-7b
626,1,starcoder2-7b
628,1,starcoder2-7b
630,0,starcoder2-7b
631,1,starcoder2-7b
632,1,starcoder2-7b
633,1,starcoder2-7b
183,0,starcoder2-7b
184,1,starcoder2-7b
187,1,starcoder2-7b
188,1,starcoder2-7b
189,0,starcoder2-7b
190,1,starcoder2-7b
191,1,starcoder2-7b
196,1,starcoder2-7b
197,1,starcoder2-7b
198,1,starcoder2-7b
200,1,starcoder2-7b
202,1,starcoder2-7b
203,1,starcoder2-7b
204,1,starcoder2-7b
205,0,starcoder2-7b
206,1,starcoder2-7b
207,0,starcoder2-7b
209,0,starcoder2-7b
210,1,starcoder2-7b
354,1,starcoder2-7b
355,0,starcoder2-7b
356,1,starcoder2-7b
357,1,starcoder2-7b
358,1,starcoder2-7b
365,0,starcoder2-7b
481,1,starcoder2-7b
589,0,starcoder2-7b
590,1,starcoder2-7b
592,1,starcoder2-7b
594,0,starcoder2-7b
595,0,starcoder2-7b
597,1,starcoder2-7b
598,0,starcoder2-7b
599,0,starcoder2-7b
601,0,starcoder2-7b
603,0,starcoder2-7b
604,0,starcoder2-7b
605,0,starcoder2-7b
606,0,starcoder2-7b
