task_id,result_return_code,model_name
519,0,codegeex4-all-9b
520,0,codegeex4-all-9b
521,0,codegeex4-all-9b
522,1,codegeex4-all-9b
523,0,codegeex4-all-9b
524,1,codegeex4-all-9b
525,1,codegeex4-all-9b
526,0,codegeex4-all-9b
527,1,codegeex4-all-9b
551,1,codegeex4-all-9b
552,0,codegeex4-all-9b
555,1,codegeex4-all-9b
557,0,codegeex4-all-9b
558,0,codegeex4-all-9b
87,1,codegeex4-all-9b
88,0,codegeex4-all-9b
89,1,codegeex4-all-9b
93,1,codegeex4-all-9b
95,0,codegeex4-all-9b
96,0,codegeex4-all-9b
97,0,codegeex4-all-9b
99,0,codegeex4-all-9b
100,0,codegeex4-all-9b
101,0,codegeex4-all-9b
103,1,codegeex4-all-9b
104,0,codegeex4-all-9b
106,0,codegeex4-all-9b
107,0,codegeex4-all-9b
108,0,codegeex4-all-9b
109,0,codegeex4-all-9b
110,1,codegeex4-all-9b
111,1,codegeex4-all-9b
112,0,codegeex4-all-9b
113,1,codegeex4-all-9b
114,0,codegeex4-all-9b
115,0,codegeex4-all-9b
116,1,codegeex4-all-9b
117,0,codegeex4-all-9b
118,1,codegeex4-all-9b
119,0,codegeex4-all-9b
120,0,codegeex4-all-9b
121,0,codegeex4-all-9b
122,1,codegeex4-all-9b
123,0,codegeex4-all-9b
124,0,codegeex4-all-9b
125,1,codegeex4-all-9b
127,1,codegeex4-all-9b
129,0,codegeex4-all-9b
130,1,codegeex4-all-9b
131,1,codegeex4-all-9b
132,1,codegeex4-all-9b
133,0,codegeex4-all-9b
134,1,codegeex4-all-9b
135,0,codegeex4-all-9b
137,0,codegeex4-all-9b
138,0,codegeex4-all-9b
139,1,codegeex4-all-9b
292,1,codegeex4-all-9b
293,0,codegeex4-all-9b
298,0,codegeex4-all-9b
299,0,codegeex4-all-9b
300,0,codegeex4-all-9b
305,0,codegeex4-all-9b
306,0,codegeex4-all-9b
308,0,codegeex4-all-9b
313,1,codegeex4-all-9b
315,0,codegeex4-all-9b
317,0,codegeex4-all-9b
318,1,codegeex4-all-9b
319,0,codegeex4-all-9b
320,0,codegeex4-all-9b
322,0,codegeex4-all-9b
323,0,codegeex4-all-9b
326,0,codegeex4-all-9b
447,0,codegeex4-all-9b
449,1,codegeex4-all-9b
450,0,codegeex4-all-9b
528,1,codegeex4-all-9b
529,0,codegeex4-all-9b
530,0,codegeex4-all-9b
532,0,codegeex4-all-9b
533,0,codegeex4-all-9b
534,0,codegeex4-all-9b
535,1,codegeex4-all-9b
536,0,codegeex4-all-9b
537,1,codegeex4-all-9b
538,0,codegeex4-all-9b
540,0,codegeex4-all-9b
541,0,codegeex4-all-9b
542,1,codegeex4-all-9b
543,0,codegeex4-all-9b
544,0,codegeex4-all-9b
545,0,codegeex4-all-9b
559,0,codegeex4-all-9b
560,0,codegeex4-all-9b
140,0,codegeex4-all-9b
141,0,codegeex4-all-9b
142,1,codegeex4-all-9b
143,0,codegeex4-all-9b
144,1,codegeex4-all-9b
145,0,codegeex4-all-9b
146,0,codegeex4-all-9b
147,0,codegeex4-all-9b
148,1,codegeex4-all-9b
150,1,codegeex4-all-9b
151,1,codegeex4-all-9b
152,0,codegeex4-all-9b
153,0,codegeex4-all-9b
154,1,codegeex4-all-9b
155,0,codegeex4-all-9b
156,0,codegeex4-all-9b
157,0,codegeex4-all-9b
158,0,codegeex4-all-9b
159,1,codegeex4-all-9b
160,1,codegeex4-all-9b
161,1,codegeex4-all-9b
162,0,codegeex4-all-9b
163,0,codegeex4-all-9b
164,1,codegeex4-all-9b
165,0,codegeex4-all-9b
166,0,codegeex4-all-9b
167,0,codegeex4-all-9b
168,0,codegeex4-all-9b
169,0,codegeex4-all-9b
331,1,codegeex4-all-9b
334,1,codegeex4-all-9b
341,0,codegeex4-all-9b
342,1,codegeex4-all-9b
343,1,codegeex4-all-9b
565,0,codegeex4-all-9b
566,0,codegeex4-all-9b
567,0,codegeex4-all-9b
569,0,codegeex4-all-9b
570,1,codegeex4-all-9b
571,1,codegeex4-all-9b
572,0,codegeex4-all-9b
575,0,codegeex4-all-9b
576,0,codegeex4-all-9b
577,0,codegeex4-all-9b
578,1,codegeex4-all-9b
581,1,codegeex4-all-9b
582,0,codegeex4-all-9b
583,0,codegeex4-all-9b
584,0,codegeex4-all-9b
585,1,codegeex4-all-9b
586,1,codegeex4-all-9b
170,1,codegeex4-all-9b
173,1,codegeex4-all-9b
174,1,codegeex4-all-9b
176,1,codegeex4-all-9b
177,0,codegeex4-all-9b
178,0,codegeex4-all-9b
179,1,codegeex4-all-9b
180,1,codegeex4-all-9b
181,1,codegeex4-all-9b
348,0,codegeex4-all-9b
349,0,codegeex4-all-9b
350,0,codegeex4-all-9b
352,0,codegeex4-all-9b
609,0,codegeex4-all-9b
611,0,codegeex4-all-9b
612,1,codegeex4-all-9b
614,0,codegeex4-all-9b
615,1,codegeex4-all-9b
616,1,codegeex4-all-9b
625,1,codegeex4-all-9b
626,1,codegeex4-all-9b
628,1,codegeex4-all-9b
630,0,codegeex4-all-9b
631,1,codegeex4-all-9b
632,1,codegeex4-all-9b
633,1,codegeex4-all-9b
183,1,codegeex4-all-9b
184,1,codegeex4-all-9b
187,0,codegeex4-all-9b
188,0,codegeex4-all-9b
189,1,codegeex4-all-9b
190,0,codegeex4-all-9b
191,1,codegeex4-all-9b
196,1,codegeex4-all-9b
197,1,codegeex4-all-9b
198,0,codegeex4-all-9b
200,0,codegeex4-all-9b
202,1,codegeex4-all-9b
203,1,codegeex4-all-9b
204,1,codegeex4-all-9b
205,0,codegeex4-all-9b
206,0,codegeex4-all-9b
207,0,codegeex4-all-9b
209,0,codegeex4-all-9b
210,0,codegeex4-all-9b
354,0,codegeex4-all-9b
355,0,codegeex4-all-9b
356,0,codegeex4-all-9b
357,0,codegeex4-all-9b
358,1,codegeex4-all-9b
365,1,codegeex4-all-9b
481,1,codegeex4-all-9b
589,0,codegeex4-all-9b
590,1,codegeex4-all-9b
592,0,codegeex4-all-9b
594,0,codegeex4-all-9b
595,0,codegeex4-all-9b
597,0,codegeex4-all-9b
598,0,codegeex4-all-9b
599,0,codegeex4-all-9b
601,0,codegeex4-all-9b
603,0,codegeex4-all-9b
604,0,codegeex4-all-9b
605,0,codegeex4-all-9b
606,0,codegeex4-all-9b
